census_id,GEOID_10,count,share
9003496200,9003496200,7,0.000202
9009194201,9009194201,7,0.000202
12086007902,12086007902,7,0.000202
12086008000,12086008000,7,0.000202
23019006100,23019006100,7,0.000202
23031034001,23031034001,7,0.000202
25001010100,25001010100,7,0.000202
25001013100,25001013100,7,0.000202
25001014402,25001014402,7,0.000202
25001014900,25001014900,7,0.000202
25005612100,25005612100,7,0.000202
25005613700,25005613700,7,0.000202
25005613902,25005613902,7,0.000202
25005615100,25005615100,7,0.000202
25005631300,25005631300,7,0.000202
25005641200,25005641200,7,0.000202
25005642100,25005642100,7,0.000202
25005644200,25005644200,7,0.000202
25005646103,25005646103,7,0.000202
25005653203,25005653203,7,0.000202
25009204101,25009204101,7,0.000202
25009211100,25009211100,7,0.000202
25009211200,25009211200,7,0.000202
25009216100,25009216100,7,0.000202
25009217300,25009217300,7,0.000202
25009252201,25009252201,7,0.000202
25009260700,25009260700,7,0.000202
25009262100,25009262100,7,0.000202
25009263100,25009263100,7,0.000202
25009268400,25009268400,7,0.000202
25017310100,25017310100,7,0.000202
25017315401,25017315401,7,0.000202
25017320104,25017320104,7,0.000202
25017322300,25017322300,7,0.000202
25017323100,25017323100,7,0.000202
25017325100,25017325100,7,0.000202
25017326101,25017326101,7,0.000202
25017337201,25017337201,7,0.000202
25017354700,25017354700,7,0.000202
25017363202,25017363202,7,0.000202
25017382300,25017382300,7,0.000202
25021408102,25021408102,7,0.000202
25021417702,25021417702,7,0.000202
25023501101,25023501101,7,0.000202
25023521202,25023521202,7,0.000202
25023522102,25023522102,7,0.000202
25023530400,25023530400,7,0.000202
25023541100,25023541100,7,0.000202
25023542101,25023542101,7,0.000202
25023544200,25023544200,7,0.000202
25023545200,25023545200,7,0.000202
25023561100,25023561100,7,0.000202
25023561200,25023561200,7,0.000202
25025120700,25025120700,7,0.000202
25025981100,25025981100,7,0.000202
25027700100,25027700100,7,0.000202
25027731800,25027731800,7,0.000202
25027732901,25027732901,7,0.000202
25027735200,25027735200,7,0.000202
25027750200,25027750200,7,0.000202
25027752100,25027752100,7,0.000202
25027754100,25027754100,7,0.000202
33011010200,33011010200,7,0.000202
33011010500,33011010500,7,0.000202
33011012200,33011012200,7,0.000202
33011200200,33011200200,7,0.000202
33011200300,33011200300,7,0.000202
33013038000,33013038000,7,0.000202
33015003500,33015003500,7,0.000202
33017081100,33017081100,7,0.000202
36001013601,36001013601,7,0.000202
36119010000,36119010000,7,0.000202
44007000300,44007000300,7,0.000202
44007002200,44007002200,7,0.000202
44007002400,44007002400,7,0.000202
44007002800,44007002800,7,0.000202
44007003100,44007003100,7,0.000202
44007011403,44007011403,7,0.000202
44007012401,44007012401,7,0.000202
48339690602,48339690602,7,0.000202
50007003100,50007003100,7,0.000202
9003460203,9003460203,6,0.000173
9003497100,9003497100,6,0.000173
11001007200,11001007200,6,0.000173
12057006700,12057006700,6,0.000173
12086009706,12086009706,6,0.000173
12099007713,12099007713,6,0.000173
23005002900,23005002900,6,0.000173
23031036001,23031036001,6,0.000173
25001013200,25001013200,6,0.000173
25005600204,25005600204,6,0.000173
25005611202,25005611202,6,0.000173
25005613300,25005613300,6,0.000173
25005613400,25005613400,6,0.000173
25005613901,25005613901,6,0.000173
25005631800,25005631800,6,0.000173
25005641400,25005641400,6,0.000173
25005642000,25005642000,6,0.000173
25005642400,25005642400,6,0.000173
25005645101,25005645101,6,0.000173
25009203200,25009203200,6,0.000173
25009203301,25009203301,6,0.000173
25009204600,25009204600,6,0.000173
25009214100,25009214100,6,0.000173
25009217202,25009217202,6,0.000173
25009221100,25009221100,6,0.000173
25009221600,25009221600,6,0.000173
25009260200,25009260200,6,0.000173
25009260800,25009260800,6,0.000173
25009266200,25009266200,6,0.000173
25013812300,25013812300,6,0.000173
25013813301,25013813301,6,0.000173
25013813303,25013813303,6,0.000173
25017310400,25017310400,6,0.000173
25017311300,25017311300,6,0.000173
25017312100,25017312100,6,0.000173
25017312300,25017312300,6,0.000173
25017315402,25017315402,6,0.000173
25017316201,25017316201,6,0.000173
25017317103,25017317103,6,0.000173
25017317202,25017317202,6,0.000173
25017320102,25017320102,6,0.000173
25017327103,25017327103,6,0.000173
25017328100,25017328100,6,0.000173
25017338500,25017338500,6,0.000173
25017354400,25017354400,6,0.000173
25017363103,25017363103,6,0.000173
25023500103,25023500103,6,0.000173
25023506202,25023506202,6,0.000173
25023521101,25023521101,6,0.000173
25023521201,25023521201,6,0.000173
25023530300,25023530300,6,0.000173
25023530600,25023530600,6,0.000173
25027709701,25027709701,6,0.000173
25027710100,25027710100,6,0.000173
25027730100,25027730100,6,0.000173
25027730200,25027730200,6,0.000173
25027731101,25027731101,6,0.000173
25027732400,25027732400,6,0.000173
25027739500,25027739500,6,0.000173
25027742401,25027742401,6,0.000173
25027749100,25027749100,6,0.000173
25027757400,25027757400,6,0.000173
33011002400,33011002400,6,0.000173
33011002600,33011002600,6,0.000173
33011013100,33011013100,6,0.000173
33011200100,33011200100,6,0.000173
33013044200,33013044200,6,0.000173
33015003400,33015003400,6,0.000173
33015003901,33015003901,6,0.000173
33015052000,33015052000,6,0.000173
33015064000,33015064000,6,0.000173
33015100100,33015100100,6,0.000173
33015102100,33015102100,6,0.000173
33015105100,33015105100,6,0.000173
33017080500,33017080500,6,0.000173
33017084400,33017084400,6,0.000173
34013020800,34013020800,6,0.000173
34035054201,34035054201,6,0.000173
44005041400,44005041400,6,0.000173
44007001300,44007001300,6,0.000173
44007002900,44007002900,6,0.000173
44007003601,44007003601,6,0.000173
44007011100,44007011100,6,0.000173
44007011902,44007011902,6,0.000173
44007012102,44007012102,6,0.000173
44007015700,44007015700,6,0.000173
44007015900,44007015900,6,0.000173
44007017900,44007017900,6,0.000173
48453001760,48453001760,6,0.000173
9003400200,9003400200,5,0.000144
9007610300,9007610300,5,0.000144
9011695202,9011695202,5,0.000144
9011697000,9011697000,5,0.000144
11001010800,11001010800,5,0.000144
12086000115,12086000115,5,0.000144
12086006714,12086006714,5,0.000144
13089022402,13089022402,5,0.000144
13121011623,13121011623,5,0.000144
17031320100,17031320100,5,0.000144
23005001700,23005001700,5,0.000144
23005002200,23005002200,5,0.000144
23019009000,23019009000,5,0.000144
24027605402,24027605402,5,0.000144
25001010600,25001010600,5,0.000144
25001012101,25001012101,5,0.000144
25001013002,25001013002,5,0.000144
25001015002,25001015002,5,0.000144
25001015300,25001015300,5,0.000144
25005611101,25005611101,5,0.000144
25005616100,25005616100,5,0.000144
25005617101,25005617101,5,0.000144
25005631200,25005631200,5,0.000144
25005645102,25005645102,5,0.000144
25005654200,25005654200,5,0.000144
25007200300,25007200300,5,0.000144
25009207000,25009207000,5,0.000144
25009220102,25009220102,5,0.000144
25009221300,25009221300,5,0.000144
25009221800,25009221800,5,0.000144
25009221901,25009221901,5,0.000144
25009222100,25009222100,5,0.000144
25009251400,25009251400,5,0.000144
25009252102,25009252102,5,0.000144
25009252501,25009252501,5,0.000144
25009253203,25009253203,5,0.000144
25009261000,25009261000,5,0.000144
25009265102,25009265102,5,0.000144
25009267101,25009267101,5,0.000144
25013813404,25013813404,5,0.000144
25015820500,25015820500,5,0.000144
25017311200,25017311200,5,0.000144
25017312000,25017312000,5,0.000144
25017312200,25017312200,5,0.000144
25017312502,25017312502,5,0.000144
25017314102,25017314102,5,0.000144
25017314301,25017314301,5,0.000144
25017318200,25017318200,5,0.000144
25017320103,25017320103,5,0.000144
25017321400,25017321400,5,0.000144
25017324101,25017324101,5,0.000144
25017350500,25017350500,5,0.000144
25021441202,25021441202,5,0.000144
25021442201,25021442201,5,0.000144
25023523100,25023523100,5,0.000144
25023530902,25023530902,5,0.000144
25023542102,25023542102,5,0.000144
25023545300,25023545300,5,0.000144
25025981202,25025981202,5,0.000144
25025981700,25025981700,5,0.000144
25027707200,25027707200,5,0.000144
25027709502,25027709502,5,0.000144
25027710800,25027710800,5,0.000144
25027712101,25027712101,5,0.000144
25027716100,25027716100,5,0.000144
25027728300,25027728300,5,0.000144
25027730401,25027730401,5,0.000144
25027730700,25027730700,5,0.000144
25027730902,25027730902,5,0.000144
25027731002,25027731002,5,0.000144
25027731500,25027731500,5,0.000144
25027731600,25027731600,5,0.000144
25027731900,25027731900,5,0.000144
25027732500,25027732500,5,0.000144
25027732801,25027732801,5,0.000144
25027736500,25027736500,5,0.000144
25027754300,25027754300,5,0.000144
25027758102,25027758102,5,0.000144
25027761100,25027761100,5,0.000144
33009961700,33009961700,5,0.000144
33011010400,33011010400,5,0.000144
33011011101,33011011101,5,0.000144
33011011102,33011011102,5,0.000144
33011011401,33011011401,5,0.000144
33011014202,33011014202,5,0.000144
33011200400,33011200400,5,0.000144
33013003006,33013003006,5,0.000144
33013038500,33013038500,5,0.000144
33015063002,33015063002,5,0.000144
33015100200,33015100200,5,0.000144
33015101100,33015101100,5,0.000144
33015106400,33015106400,5,0.000144
33017085000,33017085000,5,0.000144
34023008202,34023008202,5,0.000144
34027042800,34027042800,5,0.000144
34035053402,34035053402,5,0.000144
36047025800,36047025800,5,0.000144
36055011706,36055011706,5,0.000144
36061014000,36061014000,5,0.000144
36081001900,36081001900,5,0.000144
36119009800,36119009800,5,0.000144
37067004103,37067004103,5,0.000144
44003020500,44003020500,5,0.000144
44005040103,44005040103,5,0.000144
44007000200,44007000200,5,0.000144
44007000800,44007000800,5,0.000144
44007001600,44007001600,5,0.000144
44007001900,44007001900,5,0.000144
44007002300,44007002300,5,0.000144
44007003500,44007003500,5,0.000144
44007003602,44007003602,5,0.000144
44007011401,44007011401,5,0.000144
44007011500,44007011500,5,0.000144
44007011702,44007011702,5,0.000144
44007011800,44007011800,5,0.000144
44007015500,44007015500,5,0.000144
44007017100,44007017100,5,0.000144
44007017700,44007017700,5,0.000144
47163043301,47163043301,5,0.000144
